EnsemblId,gene_name,biotype,logFC,FDR,AveExpr,P.value
ENSG00000140299,BNIP2,protein_coding,-0.185097891,0.004844427,7.624352818,9.50E-05
ENSG00000144119,C1QL2,protein_coding,-2.825709795,0.004883771,5.089473864,9.61E-05
ENSG00000049541,RFC2,protein_coding,0.212497883,0.004885843,4.190713714,9.67E-05
ENSG00000115758,ODC1,protein_coding,0.632409226,0.004885843,5.360206242,9.74E-05
ENSG00000116717,GADD45A,protein_coding,0.870872879,0.004885843,3.61579792,9.72E-05
ENSG00000166401,SERPINB8,protein_coding,1.160534181,0.004885843,3.847524558,9.74E-05
ENSG00000180891,CUEDC1,protein_coding,0.231163273,0.004923516,5.564951856,9.85E-05
ENSG00000135269,TES,protein_coding,0.596907642,0.005068857,5.699214942,0.000101723
ENSG00000078369,GNB1,protein_coding,0.161541315,0.005113919,8.193432883,0.00010305
ENSG00000226887,ERVMER34-1,protein_coding,-0.544951932,0.005113919,4.856700578,0.000103298
ENSG00000105662,CRTC1,protein_coding,0.342149256,0.005174823,5.112125885,0.000104868
ENSG00000275395,FCGBP,protein_coding,0.63382927,0.005181496,4.086712042,0.000105343
ENSG00000197934,CYYR1-AS1,lncRNA,-0.726560348,0.005230206,0.948311683,0.000106676
ENSG00000165118,C9orf64,protein_coding,0.270894122,0.005438628,5.221500808,0.000111284
ENSG00000174136,RGMB,protein_coding,0.821551034,0.005508099,4.541118862,0.000113066
ENSG00000007350,TKTL1,protein_coding,0.739591345,0.005525216,4.185949944,0.000114142
ENSG00000172379,ARNT2,protein_coding,0.416453956,0.005525216,5.079056098,0.000114088
ENSG00000124222,STX16,protein_coding,0.207504079,0.005528337,6.382528523,0.000114572
ENSG00000162144,CYB561A3,protein_coding,0.498966355,0.005528337,5.796630671,0.000115295
ENSG00000262061,RPH3AL-AS1,lncRNA,2.017751851,0.005528337,0.934185581,0.000115248
ENSG00000204261,PSMB8-AS1,lncRNA,1.149340417,0.005538035,1.196467871,0.00011586
ENSG00000188573,FBLL1,protein_coding,1.273262562,0.005540436,2.659903613,0.000116274
ENSG00000132692,BCAN,protein_coding,2.364257928,0.005572019,2.032392064,0.000118033
ENSG00000171150,SOCS5,protein_coding,-0.150898987,0.005572019,5.554822057,0.000117929
ENSG00000275004,ZNF280B,protein_coding,-0.45153574,0.005572019,3.470746108,0.000117849
ENSG00000182379,NXPH4,protein_coding,-0.695676108,0.005628708,5.568348799,0.000119603
ENSG00000172817,CYP7B1,protein_coding,0.785136065,0.005640431,3.007133604,0.000120222
ENSG00000146535,GNA12,protein_coding,0.329967669,0.005653934,6.539120279,0.00012088
ENSG00000240225,ZNF542P,transcribed_unprocessed_pseudogene,0.268305165,0.005759605,4.86996251,0.000123517
ENSG00000138756,BMP2K,protein_coding,-0.369213603,0.00576436,8.304506174,0.000123997
ENSG00000131095,GFAP,protein_coding,0.796166974,0.005765075,0.90880337,0.000124391
ENSG00000165443,PHYHIPL,protein_coding,-0.596883767,0.005778628,3.968445774,0.000125062
ENSG00000198848,CES1,protein_coding,1.721991257,0.005785616,2.215398654,0.000125593
ENSG00000124151,NCOA3,protein_coding,-0.236066145,0.005792402,6.566639809,0.00012612
ENSG00000087338,GMCL1,protein_coding,-0.159661551,0.00582372,5.268625703,0.000127184
ENSG00000272384,ENSG00000272384,lncRNA,-0.538209195,0.005867352,0.289633516,0.000128521
ENSG00000123130,ACOT9,protein_coding,0.270951473,0.005927463,5.428080467,0.000131563
ENSG00000152465,NMT2,protein_coding,-0.218374811,0.005927463,4.489452892,0.000131592
ENSG00000188783,PRELP,protein_coding,2.583303853,0.005927463,2.470263673,0.000131381
ENSG00000231770,TMEM44-AS1,lncRNA,0.484175094,0.005927463,2.16006945,0.000130722
ENSG00000243927,MRPS6,protein_coding,-0.418917991,0.005927463,9.065394624,0.000131782
ENSG00000117228,GBP1,protein_coding,2.173606708,0.005929767,3.749024395,0.000132222
ENSG00000176658,MYO1D,protein_coding,0.400705542,0.005930867,5.744533867,0.000132635
ENSG00000107829,FBXW4,protein_coding,0.250947609,0.006013374,5.665606843,0.000134875
ENSG00000051382,PIK3CB,protein_coding,-0.223823832,0.006033865,5.882548321,0.00013573
ENSG00000118816,CCNI,protein_coding,0.171330997,0.006156521,8.845693118,0.000139366
ENSG00000140265,ZSCAN29,protein_coding,-0.244661418,0.006156521,5.418881255,0.000139701
ENSG00000140307,GTF2A2,protein_coding,-0.289452019,0.006156521,6.469243712,0.000139019
ENSG00000101986,ABCD1,protein_coding,0.419154133,0.006196386,4.749448063,0.000141418
ENSG00000141441,GAREM1,protein_coding,-0.384717326,0.006196386,3.908285839,0.000141276
ENSG00000139083,ETV6,protein_coding,0.425044735,0.006281391,6.118202576,0.00014377
ENSG00000178878,APOLD1,protein_coding,0.393661026,0.006283587,2.007431906,0.000144232
ENSG00000179256,SMCO3,protein_coding,1.929993175,0.006392867,1.342589648,0.000147465
ENSG00000234996,ACTG1P25,transcribed_processed_pseudogene,-0.676587647,0.006392867,1.090946233,0.000147579
ENSG00000143365,RORC,protein_coding,1.296315995,0.006438061,1.177307661,0.000149045
ENSG00000113494,PRLR,protein_coding,1.701316431,0.006485112,3.685533789,0.000151387
ENSG00000146411,SLC2A12,protein_coding,-0.420447109,0.006485112,4.555650953,0.000150833
ENSG00000159788,RGS12,protein_coding,0.207850484,0.006485112,5.629642412,0.00015141
ENSG00000198015,MRPL42,protein_coding,-0.180273955,0.006493695,6.178506379,0.000152036
ENSG00000107957,SH3PXD2A,protein_coding,2.22251945,0.006539795,2.40002721,0.000154402
ENSG00000132669,RIN2,protein_coding,0.331233613,0.006539795,6.894590882,0.000154332
ENSG00000177030,DEAF1,protein_coding,0.204230599,0.006539795,5.442682593,0.000153558
ENSG00000132405,TBC1D14,protein_coding,0.220493787,0.006577043,7.180752702,0.000156576
ENSG00000135905,DOCK10,protein_coding,-0.715167656,0.006577043,4.119044974,0.000156078
ENSG00000164692,COL1A2,protein_coding,2.710492192,0.006577043,3.490542726,0.000156454
ENSG00000068323,TFE3,protein_coding,0.229620925,0.006601966,6.222892438,0.000157602
ENSG00000112685,EXOC2,protein_coding,-0.170486824,0.00660211,5.354804655,0.000158904
ENSG00000139218,SCAF11,protein_coding,-0.185807121,0.00660211,7.715828831,0.000158419
ENSG00000179818,PCBP1-AS1,lncRNA,0.33802541,0.00660211,5.048701082,0.000158557
ENSG00000076258,FMO4,protein_coding,-0.303771705,0.006609173,4.349139987,0.000160242
ENSG00000103184,SEC14L5,protein_coding,-0.412518614,0.006609173,1.964930628,0.000160808
ENSG00000123080,CDKN2C,protein_coding,-0.932574113,0.006609173,4.186327716,0.000160712
ENSG00000164104,HMGB2,protein_coding,0.378991942,0.006609173,4.659961343,0.000160156
ENSG00000018236,CNTN1,protein_coding,2.387884321,0.006635912,1.817300443,0.000162593
ENSG00000117000,RLF,protein_coding,-0.253629106,0.006635912,6.518330182,0.0001632
ENSG00000125730,C3,protein_coding,3.337046295,0.006635912,5.147565462,0.000163069
ENSG00000147601,TERF1,protein_coding,0.195965267,0.006635912,5.366579527,0.000162056
ENSG00000171148,TADA3,protein_coding,0.13667803,0.006640194,6.984561422,0.00016374
ENSG00000160190,SLC37A1,protein_coding,0.574220569,0.006699332,2.626098418,0.000165638
ENSG00000105516,DBP,protein_coding,-0.568586287,0.006734569,5.086262398,0.000167399
ENSG00000145907,G3BP1,protein_coding,-0.158496296,0.006734569,7.615964211,0.0001672
ENSG00000170477,KRT4,protein_coding,-2.012501743,0.006734569,5.606722795,0.000167834
ENSG00000063127,SLC6A16,protein_coding,-0.465057846,0.006795005,2.596085693,0.000170677
ENSG00000113580,NR3C1,protein_coding,-0.239753258,0.006795005,6.397567768,0.000170079
ENSG00000145860,RNF145,protein_coding,0.363001617,0.006795005,7.32734088,0.000170578
ENSG00000119401,TRIM32,protein_coding,-0.242251345,0.006808335,4.448095166,0.000171459
ENSG00000159239,ENSG00000159239,protein_coding,0.252883805,0.006810526,3.181156168,0.000172265
ENSG00000188315,C3orf62,protein_coding,-0.2852722,0.006810526,3.430625883,0.000172854
ENSG00000198060,MARCHF5,protein_coding,0.146194073,0.006810526,5.209197852,0.000172679
ENSG00000164941,INTS8,protein_coding,-0.154739652,0.006859305,5.490206813,0.000174763
ENSG00000182871,COL18A1,protein_coding,1.870269588,0.006859305,2.657875189,0.000174991
ENSG00000183773,AIFM3,protein_coding,-0.645784356,0.006889524,2.122542338,0.000176214
ENSG00000100242,SUN2,protein_coding,0.300768464,0.006913875,7.309505857,0.00017729
ENSG00000110651,CD81,protein_coding,0.220511065,0.006982247,6.654092341,0.000179502
ENSG00000156170,NDUFAF6,protein_coding,-0.303050745,0.007002122,3.910652014,0.000180472
ENSG00000215440,NPEPL1,protein_coding,0.323207296,0.00710445,4.591599026,0.000183575
ENSG00000244731,C4A,protein_coding,0.987392659,0.007167736,10.95559876,0.00018568
ENSG00000144711,IQSEC1,protein_coding,-0.255785763,0.007172156,8.206503205,0.000186265
ENSG00000147592,LACTB2,protein_coding,-0.276592852,0.007234381,4.144861314,0.000188356
ENSG00000158470,B4GALT5,protein_coding,0.566590727,0.007376556,6.443859697,0.000193025
ENSG00000164938,TP53INP1,protein_coding,-0.382276008,0.007376556,4.504510223,0.000192966
ENSG00000117528,ABCD3,protein_coding,-0.210852333,0.007448649,6.382928443,0.0001954
ENSG00000105928,GSDME,protein_coding,0.696490728,0.007471507,2.278915785,0.000196773
ENSG00000134569,LRP4,protein_coding,0.674895784,0.007471507,7.414619845,0.00019796
ENSG00000163840,DTX3L,protein_coding,0.538269007,0.007471507,5.599390376,0.000197473
ENSG00000166710,B2M,protein_coding,1.105999568,0.007471507,7.506670119,0.000197559
ENSG00000110881,ASIC1,protein_coding,-0.801800765,0.007472813,2.605870331,0.000198484
ENSG00000122126,OCRL,protein_coding,0.178955416,0.007549156,6.054870816,0.000201007
ENSG00000271614,ATP2B1-AS1,lncRNA,-0.387150469,0.007664443,3.314279382,0.00020458
ENSG00000245904,ENSG00000245904,lncRNA,-0.465196452,0.00768195,2.145271821,0.000205551
ENSG00000060138,YBX3,protein_coding,0.566421,0.00771306,6.788590454,0.000206889
ENSG00000054965,FAM168A,protein_coding,0.299157812,0.007740321,7.851573454,0.000208128
ENSG00000128891,CCDC32,protein_coding,0.312560201,0.007757649,4.750611318,0.000209968
ENSG00000164010,ERMAP,protein_coding,0.297581914,0.007757649,4.905600377,0.000210629
ENSG00000166228,PCBD1,protein_coding,0.305293544,0.007757649,5.255668058,0.000209422
ENSG00000196155,PLEKHG4,protein_coding,0.961630358,0.007757649,1.024301938,0.000210322
ENSG00000139719,VPS33A,protein_coding,0.156362238,0.007865788,5.895867002,0.000214081
ENSG00000134824,FADS2,protein_coding,-0.88883658,0.00786585,6.485296139,0.000214598
ENSG00000119509,INVS,protein_coding,-0.200925823,0.008023969,4.954193566,0.000219965
ENSG00000214595,EML6,protein_coding,0.619460132,0.008023969,0.611929432,0.000219745
ENSG00000101445,PPP1R16B,protein_coding,-1.449257065,0.008050058,0.510877037,0.000221416
ENSG00000104081,BMF,protein_coding,0.871304715,0.008050058,3.783721007,0.00022238
ENSG00000131748,STARD3,protein_coding,0.270142099,0.008050058,4.545563849,0.000222791
ENSG00000165898,ISCA2,protein_coding,0.181877247,0.008050058,3.605193848,0.000222452
ENSG00000145375,SPATA5,protein_coding,-0.192938427,0.008072948,4.711652832,0.000224738
ENSG00000158482,SNX29P1,unprocessed_pseudogene,0.448738695,0.008072948,4.3325398,0.000225013
ENSG00000198743,SLC5A3,protein_coding,-0.626777832,0.008072948,13.0687015,0.00022428
ENSG00000110435,PDHX,protein_coding,-0.250633045,0.008136421,5.211626911,0.000227316
ENSG00000133121,STARD13,protein_coding,0.369959936,0.008143973,5.845095476,0.000228134
ENSG00000176463,SLCO3A1,protein_coding,-0.374018933,0.008143973,4.540452924,0.000228595
ENSG00000154975,CA10,protein_coding,-1.069270862,0.008186628,5.568737068,0.000230329
ENSG00000106992,AK1,protein_coding,-0.321304032,0.008226191,5.694252874,0.000231982
ENSG00000069535,MAOB,protein_coding,0.766092505,0.00827785,5.598490015,0.000235067
ENSG00000081818,PCDHB4,protein_coding,0.467461799,0.00827785,3.63156117,0.000234652
ENSG00000128849,CGNL1,protein_coding,-0.280364721,0.00827785,10.42902061,0.000234036
ENSG00000138604,GLCE,protein_coding,0.384627956,0.008310587,5.771028643,0.000237632
ENSG00000160111,CPAMD8,protein_coding,1.748699629,0.008310587,4.940873206,0.00023711
ENSG00000247556,OIP5-AS1,lncRNA,-0.228707189,0.008310587,8.682117087,0.00023706
ENSG00000234745,HLA-B,protein_coding,1.005130065,0.008351175,6.68128817,0.00023934
ENSG00000006210,CX3CL1,protein_coding,-1.017463079,0.008541234,4.466597671,0.000245348
ENSG00000185567,AHNAK2,protein_coding,1.4420867,0.008571105,4.31180932,0.000246768
ENSG00000065882,TBC1D1,protein_coding,0.89467247,0.0086147,3.646699756,0.000249678
ENSG00000134775,FHOD3,protein_coding,-0.650184838,0.0086147,6.828508448,0.000250283
ENSG00000138311,ZNF365,protein_coding,-0.566215342,0.0086147,4.67354888,0.000249493
ENSG00000204054,LINC00963,lncRNA,0.300365169,0.0086147,5.70589604,0.000250084
ENSG00000111145,ELK3,protein_coding,1.207862915,0.008684644,1.350952205,0.000253454
ENSG00000136856,SLC2A8,protein_coding,0.269506483,0.008684644,3.208852281,0.000253268
ENSG00000150403,TMCO3,protein_coding,0.158999611,0.008749314,6.483152501,0.000255915
ENSG00000181027,FKRP,protein_coding,0.267979508,0.008824608,4.411041587,0.000258696
ENSG00000172667,ZMAT3,protein_coding,-0.500752157,0.008829058,7.055001757,0.000259406
ENSG00000016391,CHDH,protein_coding,-0.41178983,0.008959391,6.108838277,0.00026452
ENSG00000107951,MTPAP,protein_coding,-0.150704457,0.008959391,5.445590208,0.000264998
ENSG00000250305,TRMT9B,protein_coding,0.603805218,0.008959391,7.153284857,0.000264182
ENSG00000010292,NCAPD2,protein_coding,-0.185012756,0.008988966,6.455986301,0.000266754
ENSG00000172123,SLFN12,protein_coding,1.440464693,0.008988966,0.886711049,0.000267052
ENSG00000217094,PPIAP31,processed_pseudogene,-0.447313903,0.009000326,1.755146667,0.000267979
ENSG00000175216,CKAP5,protein_coding,-0.132447013,0.009114209,6.782145186,0.000272566
ENSG00000213139,CRYGS,protein_coding,0.705775341,0.009114209,10.43291506,0.000272198
ENSG00000143570,SLC39A1,protein_coding,0.174989212,0.009335486,6.768428199,0.000280407
ENSG00000177791,MYOZ1,protein_coding,1.212517163,0.009335486,2.412538156,0.000279816
ENSG00000144642,RBMS3,protein_coding,1.233682639,0.009392299,1.223146369,0.000283108
ENSG00000160678,S100A1,protein_coding,0.993143142,0.009392299,0.803399821,0.000283962
ENSG00000181031,RPH3AL,protein_coding,0.914415619,0.009392299,3.66720648,0.000283436
ENSG00000131711,MAP1B,protein_coding,0.558426327,0.009397504,8.460221445,0.000285352
ENSG00000141576,RNF157,protein_coding,0.229644795,0.009397504,4.871575333,0.000284932
ENSG00000052723,SIKE1,protein_coding,-0.197862341,0.009397569,5.715035822,0.000286046
ENSG00000164252,AGGF1,protein_coding,-0.137865736,0.009397569,6.082319615,0.000287203
ENSG00000267322,SNHG22,lncRNA,0.532683667,0.009397569,1.687561994,0.000287106
ENSG00000135535,CD164,protein_coding,-0.430493111,0.00939937,9.737079276,0.000287874
ENSG00000226031,FGF13-AS1,lncRNA,0.726454708,0.00940568,1.017220986,0.000288684
ENSG00000161791,FMNL3,protein_coding,1.657635323,0.009422662,3.875586676,0.000289823
ENSG00000160213,CSTB,protein_coding,0.246681188,0.009446906,5.314200429,0.000291189
ENSG00000090097,PCBP4,protein_coding,0.466768961,0.009496027,4.505415513,0.000293326
ENSG00000101342,TLDC2,protein_coding,-0.442681796,0.009511607,1.809786373,0.000295154
ENSG00000196968,FUT11,protein_coding,-0.347936551,0.009511607,5.9436638,0.000294666
ENSG00000231389,HLA-DPA1,protein_coding,1.6896259,0.009511607,2.202885845,0.000295678
ENSG00000104870,FCGRT,protein_coding,0.178244113,0.009522256,5.654228676,0.000297258
ENSG00000144792,ZNF660,protein_coding,0.328961997,0.009522256,3.443782048,0.00029717
ENSG00000112576,CCND3,protein_coding,0.349049685,0.009571706,4.507365023,0.00030048
ENSG00000168899,VAMP5,protein_coding,0.465183607,0.009571706,2.599760194,0.000300685
ENSG00000248866,USP46-DT,lncRNA,-0.276082433,0.009571706,2.329869826,0.000300428
ENSG00000171206,TRIM8,protein_coding,-0.206033923,0.009615149,8.029569281,0.00030268
ENSG00000151779,NBAS,protein_coding,-0.178066522,0.009641326,6.452329136,0.000304769
ENSG00000241399,CD302,protein_coding,0.93448325,0.009641326,4.553466013,0.000304673
ENSG00000119655,NPC2,protein_coding,0.439480469,0.009723835,6.590301492,0.00030845
ENSG00000136943,CTSV,protein_coding,-0.948659726,0.009723835,4.584189494,0.00030929
ENSG00000180817,PPA1,protein_coding,0.396100353,0.009723835,6.569849783,0.000308923
ENSG00000177733,HNRNPA0,protein_coding,0.180726347,0.00982795,6.904998683,0.000313247
ENSG00000130433,CACNG6,protein_coding,-0.955938698,0.009909416,2.632956442,0.000316493
ENSG00000142552,RCN3,protein_coding,0.597250523,0.009999127,1.686723877,0.00032171
ENSG00000157240,FZD1,protein_coding,0.51434047,0.009999127,4.372730396,0.000321491
ENSG00000162430,SELENON,protein_coding,0.453750086,0.009999127,4.968959039,0.000321981
ENSG00000246982,ENSG00000246982,lncRNA,-0.540156065,0.009999127,0.80084654,0.000320816
ENSG00000170734,POLH,protein_coding,-0.210797517,0.01007628,4.176634555,0.000325127
ENSG00000177150,FAM210A,protein_coding,-0.234028377,0.010219271,4.651033804,0.000330411
ENSG00000125354,SEPTIN6,protein_coding,1.153870042,0.01025181,1.134061956,0.000332135
ENSG00000198826,ARHGAP11A,protein_coding,0.356755849,0.010301056,1.84395991,0.000334406
ENSG00000156735,BAG4,protein_coding,-0.1662632,0.010311171,6.010274993,0.000335411
ENSG00000126246,IGFLR1,protein_coding,0.567661659,0.010372352,1.665049468,0.000338081
ENSG00000104044,OCA2,protein_coding,0.724511381,0.010378659,3.138025648,0.000339648
ENSG00000204642,HLA-F,protein_coding,1.335252928,0.010378659,2.80045519,0.000339479
ENSG00000049860,HEXB,protein_coding,-0.226301554,0.010439818,6.385867615,0.000342334
ENSG00000146463,ZMYM4,protein_coding,-0.143080058,0.010512946,7.495949553,0.000345421
ENSG00000105355,PLIN3,protein_coding,0.317438796,0.010514451,5.464672216,0.00034616
ENSG00000100311,PDGFB,protein_coding,-1.331329181,0.010587306,4.534959333,0.000352031
ENSG00000197444,OGDHL,protein_coding,-0.759815404,0.010587306,4.884028116,0.000351268
ENSG00000204588,LINC01123,lncRNA,0.865916723,0.010587306,0.188817583,0.000349446
ENSG00000226853,ENSG00000226853,lncRNA,-0.507782505,0.010587306,0.610180405,0.000350783
ENSG00000238142,ENSG00000238142,lncRNA,1.039767152,0.010587306,0.399915306,0.000351853
ENSG00000132170,PPARG,protein_coding,-0.572488726,0.010655804,3.454256763,0.000355869
ENSG00000185236,RAB11B,protein_coding,0.201481186,0.010655804,6.714497211,0.000356405
ENSG00000262155,LINC02175,lncRNA,-0.337257702,0.010655804,3.174646606,0.000356338
ENSG00000040933,INPP4A,protein_coding,-0.169773513,0.010659992,5.927735836,0.000357943
ENSG00000197301,HMGA2-AS1,lncRNA,-1.140386455,0.010659992,0.986812269,0.000357338
ENSG00000152154,TMEM178A,protein_coding,0.97429127,0.010850379,6.212578487,0.000365048
ENSG00000177096,PHETA2,protein_coding,0.483447703,0.010931105,2.030841762,0.00036848
ENSG00000069667,RORA,protein_coding,-0.337192979,0.010964111,6.808236949,0.000370312
ENSG00000155096,AZIN1,protein_coding,0.28864541,0.011002378,8.388048779,0.000372326
ENSG00000115112,TFCP2L1,protein_coding,1.449176448,0.01101155,5.274479602,0.000373359
ENSG00000159423,ALDH4A1,protein_coding,0.568714323,0.011094255,3.989440798,0.00037689
ENSG00000119138,KLF9,protein_coding,1.313639177,0.011102525,4.404447102,0.000378589
ENSG00000165168,CYBB,protein_coding,2.255885614,0.011102525,2.030566153,0.000379323
ENSG00000166508,MCM7,protein_coding,0.245214063,0.011102525,5.697863522,0.000379356
ENSG00000125534,PPDPF,protein_coding,0.483453509,0.011124381,5.571018455,0.000381234
ENSG00000136908,DPM2,protein_coding,0.16005942,0.011124381,4.491600379,0.000381605
ENSG00000152778,IFIT5,protein_coding,0.432163415,0.011124381,4.236207962,0.000382291
ENSG00000204264,PSMB8,protein_coding,0.5625575,0.011237975,4.04500096,0.000386932
ENSG00000198001,IRAK4,protein_coding,0.139609733,0.011243514,4.693434308,0.00038786
ENSG00000227141,ENSG00000227141,processed_pseudogene,0.949935401,0.011352588,0.451366462,0.000392367
ENSG00000143341,HMCN1,protein_coding,-0.81848793,0.011382054,6.313752802,0.000394132
ENSG00000246082,NUDT16L2P,transcribed_unitary_pseudogene,0.979613618,0.011426337,0.99950527,0.000396415
ENSG00000115548,KDM3A,protein_coding,-0.348803674,0.011501765,7.199626252,0.000399786
ENSG00000106780,MEGF9,protein_coding,0.358993509,0.011797593,8.335572741,0.000411923
ENSG00000166278,C2,protein_coding,0.747310142,0.011797593,5.416582339,0.00041239
